Number;Weight (N);Stature (mm);Head circumference (mm);Shoulder breadth (mm);Hand length (mm);Hand breadth (mm);Chest circumference (mm);Waist circumference (mm);Foot length (mm);Foot breadth (mm);Gender (1M, 2F);Age (months)
2398;241;1212;492;296;132;60;617;575;196;72;2;83
2399;217;1225;540;281;128;57;585;548;195;73;2;83
2400;436;1253;548;385;130;69;817;845;195;86;2;83
2401;230;1255;515;278;127;61;582;638;184;78;2;83
2402;218;1259;510;287;126;58;562;503;186;72;2;83
2403;311;1296;514;329;140;65;667;713;224;83;2;83
2404;301;1330;540;325;143;66;661;694;211;83;2;83
2405;200;1138;493;281;115;58;548;513;177;74;2;84
2406;230;1219;512;290;132;63;602;508;193;72;2;84
2407;256;1249;524;313;140;62;588;585;195;78;2;84
2408;247;1249;499;312;130;60;611;583;192;73;2;84
2409;360;1332;520;322;145;66;680;683;199;77;2;84
2410;214;1152;511;294;124;56;598;564;178;67;2;85
2411;204;1166;497;286;124;56;560;524;185;76;2;85
2412;233;1185;499;296;132;64;593;552;183;75;2;85
2413;230;1187;513;302;127;61;575;525;188;72;2;85
2414;240;1195;510;273;129;57;590;507;175;66;2;85
2415;226;1197;519;284;137;62;592;542;192;72;2;85
2416;229;1200;532;307;131;61;623;555;191;76;2;85
2417;202;1228;509;282;134;54;554;509;191;71;2;85
2418;281;1333;522;332;140;68;654;561;203;78;2;85
2419;154;1085;487;235;116;56;504;468;162;64;2;86
2420;229;1156;502;306;127;60;599;600;178;74;2;86
2421;217;1169;514;289;122;59;582;565;191;70;2;86
2422;238;1187;528;305;129;61;594;578;184;76;2;86
2423;205;1191;496;280;134;59;546;524;186;73;2;86
2424;232;1210;523;290;134;56;626;536;183;74;2;86
2425;227;1234;495;279;131;60;545;520;186;75;2;86
2426;240;1254;537;295;133;57;617;585;204;67;2;86
2427;279;1118;497;324;123;61;649;702;186;75;2;87
2428;167;1125;488;255;117;57;509;460;176;64;2;87
2429;213;1183;505;266;134;61;581;536;178;75;2;87
2430;228;1184;518;286;132;64;609;500;196;81;2;87
2431;230;1192;507;284;139;62;603;559;192;79;2;87
2432;212;1195;512;279;135;63;581;542;199;77;2;87
2433;256;1216;536;294;138;62;590;571;197;75;2;87
2434;293;1231;510;327;131;64;692;699;188;78;2;87
2435;219;1245;522;294;132;57;550;504;193;71;2;87
2436;277;1260;527;297;140;67;606;598;197;78;2;87
2437;235;1263;533;274;130;63;563;531;202;80;2;87
2438;261;1294;503;290;138;66;613;552;204;79;2;87
2439;181;1092;505;274;128;52;541;507;170;68;2;88
2440;194;1164;491;274;124;55;558;515;171;66;2;88
2441;209;1176;491;280;130;61;582;517;187;68;2;88
2442;242;1223;507;288;127;63;600;544;192;76;2;88
2443;207;1223;492;286;133;62;605;501;189;70;2;88
2444;198;1229;514;282;135;59;563;512;184;67;2;88
2445;254;1251;511;304;136;61;650;565;188;76;2;88
2446;243;1254;516;292;143;64;608;567;201;76;2;88
2447;289;1274;524;317;136;61;656;580;196;76;2;88
2448;283;1280;501;329;140;65;639;593;195;73;2;88
2449;312;1280;531;351;138;62;658;634;199;84;2;88
2450;203;1204;518;275;123;57;562;504;178;69;2;89
2451;251;1218;535;297;134;65;655;576;189;75;2;89
2452;230;1218;528;290;133;61;581;547;194;78;2;89
2453;222;1224;527;260;130;57;562;545;190;70;2;89
2454;230;1236;506;291;137;63;575;504;188;74;2;89
2455;240;1258;527;306;126;64;608;531;192;74;2;89
2456;248;1260;520;299;131;59;609;555;196;80;2;89
2457;312;1322;511;322;142;66;688;643;196;81;2;89
2458;344;1335;515;345;147;65;749;664;216;84;2;89
2459;317;1336;525;320;146;67;690;634;220;83;2;89
2460;196;1161;512;267;125;58;542;510;179;69;2;90
2461;235;1182;516;294;128;61;597;593;185;73;2;90
2462;209;1183;495;286;132;51;569;515;180;64;2;90
2463;220;1186;505;290;132;61;563;511;182;75;2;90
2464;262;1199;524;313;129;61;638;572;178;74;2;90
2465;232;1202;515;298;130;59;596;545;189;77;2;90
2466;204;1231;512;275;126;58;588;515;187;70;2;90
2467;196;1233;480;300;131;61;563;523;185;63;2;90
2468;273;1238;524;320;133;61;625;561;194;74;2;90
2469;255;1264;528;298;141;63;627;595;195;73;2;90
2470;286;1266;558;307;135;62;638;582;187;77;2;90
2471;311;1273;509;334;140;67;684;614;199;80;2;90
2472;259;1313;517;291;145;66;593;545;203;79;2;90
2473;234;1215;517;294;128;61;588;530;172;70;2;91
2474;237;1218;516;289;141;66;590;547;196;75;2;91
2475;263;1235;529;318;137;64;539;535;189;75;2;91
2476;316;1239;520;335;138;62;685;680;200;80;2;91
2477;229;1275;536;295;142;60;623;524;196;73;2;91
2478;258;1284;502;311;142;64;650;535;200;75;2;91
2479;350;1285;562;333;143;65;654;657;209;78;2;91
2480;209;1206;510;284;127;58;562;549;171;64;2;92
2481;242;1225;517;304;134;59;612;560;199;67;2;92
2482;259;1246;503;306;138;62;583;604;193;69;2;92
2483;235;1250;510;298;137;65;584;553;197;79;2;92
2484;217;1258;513;295;141;65;586;498;189;72;2;92
2485;240;1264;511;287;139;59;599;511;195;74;2;92
2486;285;1281;506;312;139;69;625;621;202;79;2;92
2487;289;1285;521;332;142;68;641;563;197;79;2;92
2488;297;1344;534;315;146;68;644;592;211;85;2;92
2489;176;1159;512;277;125;52;535;463;173;63;2;93
2490;230;1223;533;290;134;57;569;541;192;77;2;93
2491;233;1251;525;263;144;58;641;575;202;74;2;93
2492;228;1255;503;283;127;65;572;515;192;73;2;93
2493;205;1262;512;295;143;59;540;523;200;73;2;93
2494;257;1300;525;299;134;63;613;570;203;80;2;93
2495;218;1188;523;287;126;60;587;534;190;71;2;94
2496;226;1255;519;293;129;58;580;525;192;73;2;94
2497;291;1257;530;329;143;64;663;640;197;77;2;94
2498;286;1279;503;309;135;65;601;590;203;76;2;94
2499;292;1299;546;315;140;65;625;555;208;82;2;94
2500;246;1196;529;299;142;58;599;563;193;72;2;95
2501;259;1232;519;305;129;60;635;546;187;74;2;95
2502;246;1264;535;307;150;62;588;500;211;76;2;95
2503;296;1271;529;318;142;64;659;687;213;77;2;95
2504;252;1275;508;310;139;69;641;555;194;71;2;95
2505;267;1290;530;307;144;65;654;560;211;82;2;95
2506;369;1349;536;333;143;68;676;716;215;84;2;95
2507;387;1405;524;353;147;66;716;683;230;82;2;95
2508;205;1207;506;275;132;58;556;513;196;77;2;96
2509;244;1233;526;293;134;61;607;557;193;79;2;96
2510;211;1239;503;291;137;60;582;516;193;77;2;96
2511;260;1306;517;293;137;62;598;541;204;78;2;96
2512;275;1337;518;301;143;66;618;559;214;78;2;96
2513;225;1248;519;292;136;66;598;533;193;77;2;97
2514;243;1250;510;296;137;63;629;554;190;77;2;97
2515;254;1281;519;303;132;61;617;564;197;74;2;97
2516;288;1287;532;313;139;62;645;571;197;79;2;97
2517;270;1303;532;311;137;59;613;579;201;76;2;97
2518;267;1220;515;298;139;63;619;580;194;71;2;98
2519;280;1291;520;318;144;63;620;562;217;82;2;98
2520;295;1295;531;310;132;61;628;612;194;71;2;98
2521;344;1318;553;354;148;67;704;698;200;81;2;98
2522;320;1319;536;341;135;67;740;594;199;83;2;98
2523;224;1181;488;298;122;57;628;556;178;72;2;99
2524;224;1217;504;291;127;62;602;546;183;71;2;99
2525;233;1230;523;288;133;58;580;529;192;69;2;99
2526;243;1240;497;298;146;61;612;532;205;76;2;99
2527;388;1269;524;367;141;63;765;788;202;80;2;99
2528;241;1274;518;302;146;61;603;542;196;71;2;99
2529;249;1299;524;296;142;65;600;570;205;75;2;99
2530;196;1115;493;290;126;64;570;505;179;71;2;100
2531;200;1166;493;295;128;56;597;534;177;71;2;100
2532;252;1218;515;291;139;63;603;533;200;72;2;100
2533;266;1223;495;300;135;65;621;565;187;70;2;100
2534;287;1233;512;312;133;66;651;637;191;77;2;100
2535;277;1284;515;305;133;62;624;556;202;78;2;100
2536;316;1320;531;356;146;72;744;628;201;84;2;100
2537;423;1390;546;370;150;69;794;734;223;90;2;100
2538;229;1201;485;292;128;62;538;534;188;71;2;101
2539;237;1228;511;300;129;63;604;555;190;71;2;101
2540;235;1234;496;289;127;54;606;529;181;68;2;101
2541;220;1248;494;296;128;60;539;494;190;67;2;101
2542;321;1271;532;331;137;65;698;658;198;78;2;101
2543;286;1283;535;317;150;64;640;581;204;76;2;101
2544;272;1295;524;322;136;64;651;546;196;75;2;101
2545;372;1320;528;342;146;63;679;675;212;76;2;101
2546;267;1332;516;311;138;71;637;542;208;79;2;101
2547;240;1340;525;309;136;64;622;591;200;80;2;101
2548;542;1383;540;409;151;76;925;855;219;94;2;101
2549;239;1245;521;301;138;59;591;503;191;76;2;102
2550;218;1259;526;311;134;62;596;502;201;84;2;102
2551;268;1268;510;336;130;65;637;576;202;77;2;102
2552;269;1284;534;300;133;66;627;566;200;75;2;102
2553;274;1285;508;316;139;62;620;540;207;79;2;102
2554;282;1300;532;302;142;60;634;603;203;73;2;102
2555;304;1314;545;322;139;65;652;621;202;80;2;102
2556;275;1321;503;312;143;66;617;535;208;79;2;102
2557;327;1322;540;334;140;66;681;644;207;82;2;102
2558;405;1364;533;340;151;64;757;738;218;92;2;102
2559;231;1239;491;305;140;59;614;534;192;70;2;103
2560;260;1241;531;316;124;65;647;565;193;77;2;103
2561;256;1261;517;315;147;65;599;546;202;79;2;103
2562;232;1270;508;291;131;61;581;525;192;77;2;103
2563;270;1299;522;330;138;64;641;552;192;72;2;103
2564;270;1305;535;304;140;64;628;570;199;74;2;103
2565;310;1341;544;328;157;67;657;585;214;86;2;103
2566;306;1355;510;327;150;71;684;552;214;80;2;103
2567;418;1359;527;367;164;67;798;777;226;87;2;103
2568;369;1373;543;355;152;62;732;702;215;83;2;103
2569;378;1383;528;341;145;63;695;656;217;81;2;103
2570;307;1388;528;334;158;68;670;585;223;75;2;103
2571;379;1396;532;347;152;69;746;710;222;82;2;103
2572;230;1266;485;271;137;58;603;503;206;76;2;104
2573;245;1276;538;290;149;66;599;517;198;75;2;104
2574;313;1294;522;332;138;66;656;636;214;82;2;104
2575;298;1327;531;308;148;67;662;599;199;82;2;104
2576;257;1343;509;322;136;59;637;529;196;79;2;104
2577;404;1344;543;362;160;73;767;726;224;87;2;104
2578;305;1350;513;312;152;66;620;598;213;81;2;104
2579;326;1355;524;345;135;69;659;600;204;80;2;104
2580;292;1383;519;323;139;63;646;575;209;82;2;104
2581;326;1403;510;329;148;61;635;555;222;87;2;104
2582;415;1490;550;351;154;72;769;739;234;89;2;104
2583;244;1263;529;281;144;65;583;535;198;79;2;105
2584;220;1264;507;294;129;58;600;522;188;73;2;105
2585;233;1271;515;290;137;58;596;539;199;69;2;105
2586;307;1290;542;330;138;58;674;663;206;78;2;105
2587;292;1299;513;309;139;66;647;669;207;83;2;105
2588;312;1310;517;320;144;66;695;631;205;82;2;105
2589;302;1330;538;315;146;65;669;593;215;84;2;105
2590;316;1335;531;324;143;64;712;575;203;83;2;105
2591;293;1358;530;329;143;64;659;568;200;71;2;105
2592;298;1363;529;314;153;66;739;578;210;78;2;105
2593;328;1365;540;328;152;71;667;601;208;84;2;105
2594;283;1376;511;303;143;65;628;577;206;76;2;105
2595;244;1253;517;308;135;65;610;537;189;72;2;106
2596;241;1262;489;316;127;62;581;543;186;79;2;106
2597;271;1275;505;310;137;61;627;544;194;74;2;106
2598;259;1283;517;300;138;65;630;570;201;83;2;106
2599;268;1284;515;303;138;66;621;528;190;81;2;106
2600;234;1289;506;281;146;63;594;487;205;74;2;106
2601;269;1290;495;301;140;61;642;593;206;76;2;106
2602;213;1306;520;277;141;58;557;508;195;69;2;106
2603;295;1327;517;308;153;67;646;604;208;84;2;106
2604;300;1361;525;307;156;68;683;591;220;78;2;106
2605;380;1366;530;352;142;65;728;702;201;77;2;106
2606;402;1379;532;356;154;67;750;606;229;84;2;106
2607;222;1178;500;287;118;58;572;502;181;71;2;107
2608;220;1212;487;285;125;60;591;501;180;72;2;107
2609;200;1252;499;292;137;63;592;512;185;64;2;107
2610;229;1267;499;292;129;63;576;555;192;71;2;107
2611;273;1277;555;311;133;62;657;544;212;80;2;107
2612;366;1289;527;360;135;67;742;712;195;77;2;107
2613;275;1297;501;324;134;61;633;575;192;79;2;107
2614;285;1314;503;316;137;64;649;592;200;81;2;107
2615;304;1374;546;323;153;66;644;604;213;75;2;107
2616;254;1272;516;286;134;62;620;524;194;78;2;108
2617;257;1275;537;302;154;67;620;548;208;78;2;108
2618;238;1286;515;301;134;62;636;535;194;76;2;108
2619;348;1292;536;335;146;66;672;635;204;78;2;108
2620;262;1301;497;309;136;62;596;571;205;79;2;108
2621;240;1302;524;301;131;58;595;508;192;72;2;108
2622;256;1308;494;302;135;67;611;534;203;79;2;108
2623;317;1320;529;340;144;67;677;616;204;79;2;108
2624;268;1332;499;325;133;66;624;536;210;83;2;108
2625;297;1356;510;316;151;69;658;607;208;78;2;108
2626;257;1366;536;310;142;62;598;539;210;75;2;108
2627;356;1387;529;324;148;65;683;664;210;87;2;108
2628;292;1395;533;317;156;66;634;562;214;86;2;108
2629;366;1424;544;335;153;69;728;699;225;86;2;108
2630;294;1305;533;315;142;60;639;578;210;75;2;109
2631;242;1330;505;308;136;63;602;526;200;75;2;109
2632;283;1336;535;300;143;67;622;554;205;76;2;109
2633;273;1344;521;314;145;64;640;546;206;77;2;109
2634;257;1352;521;302;140;61;612;532;201;76;2;109
2635;370;1357;540;371;168;69;710;669;231;82;2;109
2636;375;1365;540;361;146;68;772;690;221;83;2;109
2637;276;1378;523;295;157;65;622;580;220;76;2;109
2638;250;1258;519;302;130;61;613;527;194;76;2;110
2639;308;1296;528;330;145;66;691;595;206;80;2;110
2640;264;1324;502;321;138;64;659;578;202;78;2;110
2641;253;1349;520;318;144;63;637;551;207;75;2;110
2642;353;1358;512;356;148;74;744;672;216;79;2;110
2643;327;1396;522;346;149;68;749;624;237;84;2;110
2644;379;1415;519;343;159;75;702;681;221;86;2;110
2645;463;1422;539;350;143;63;732;765;212;72;2;110
2646;600;1503;553;404;181;78;851;897;246;92;2;110
2647;266;1234;513;328;139;66;593;552;193;75;2;111
2648;238;1264;518;290;138;57;595;525;196;74;2;111
2649;295;1275;535;314;148;62;664;612;198;77;2;111
2650;288;1282;501;330;136;61;655;561;200;76;2;111
2651;264;1287;518;303;133;67;610;558;195;80;2;111
2652;322;1323;509;326;147;70;701;609;205;79;2;111
2653;234;1330;502;280;141;61;589;519;192;70;2;111
2654;267;1337;497;284;148;62;613;518;205;75;2;111
2655;422;1406;538;368;159;70;790;746;219;77;2;111
2656;295;1432;536;312;158;68;660;534;226;82;2;111
2657;417;1446;506;362;158;74;733;672;238;92;2;111
2658;246;1215;493;303;140;63;623;579;190;81;2;112
2659;283;1298;512;329;147;61;683;582;202;79;2;112
2660;263;1317;539;308;141;69;613;553;205;83;2;112
2661;348;1363;518;345;149;69;740;691;221;81;2;112
2662;398;1371;522;335;154;66;701;665;221;79;2;112
2663;278;1372;510;308;153;64;628;538;223;75;2;112
2664;306;1385;533;345;154;71;677;674;222;82;2;112
2665;400;1405;521;367;148;69;719;690;205;81;2;112
2666;336;1413;536;347;148;67;682;622;222;77;2;112
2667;372;1460;527;356;163;62;706;668;236;85;2;112
2668;265;1232;527;314;130;60;644;679;191;77;2;113
2669;240;1246;498;306;145;65;645;562;198;74;2;113
2670;225;1254;492;290;138;63;586;523;203;78;2;113
2671;277;1264;520;317;143;70;625;562;205;85;2;113
2672;254;1286;509;304;140;64;591;563;206;77;2;113
2673;259;1300;493;327;140;65;642;511;206;73;2;113
2674;325;1312;510;324;144;68;670;630;211;78;2;113
2675;302;1321;531;334;149;66;667;608;205;81;2;113
2676;288;1332;519;308;141;65;659;580;210;78;2;113
2677;266;1356;497;297;140;64;581;558;202;72;2;113
2678;292;1356;538;315;142;62;636;587;212;79;2;113
2679;270;1357;531;294;140;62;644;517;215;78;2;113
2680;264;1364;516;326;146;69;647;534;200;83;2;113
2681;299;1380;497;311;142;62;659;642;209;80;2;113
2682;267;1384;525;346;144;68;683;659;209;72;2;113
2683;319;1388;520;325;152;63;675;653;224;80;2;113
2684;390;1499;535;340;165;77;697;601;254;95;2;113
2685;392;1284;548;359;141;66;720;695;219;90;2;114
2686;261;1306;522;289;138;60;607;552;201;73;2;114
2687;357;1320;535;332;146;64;724;703;197;82;2;114
2688;307;1332;539;331;151;66;671;570;215;84;2;114
2689;298;1343;531;316;141;64;640;571;198;76;2;114
2690;403;1351;550;362;148;69;712;661;220;93;2;114
2691;266;1369;533;285;152;66;610;550;217;82;2;114
2692;407;1373;537;339;150;70;719;735;222;86;2;114
2693;320;1381;498;327;152;63;646;605;218;87;2;114
2694;315;1382;532;319;146;68;674;575;203;82;2;114
2695;415;1415;534;384;147;66;745;684;217;88;2;114
2696;352;1424;550;340;160;71;684;597;228;87;2;114
2697;324;1424;527;332;160;72;684;631;221;83;2;114
2698;331;1435;533;335;163;69;749;653;230;79;2;114
2699;228;1245;488;293;139;70;595;534;201;73;2;115
2700;246;1276;490;306;139;62;603;546;197;77;2;115
2701;265;1302;526;309;167;59;623;576;207;69;2;115
2702;270;1315;513;322;135;60;669;611;203;73;2;115
2703;308;1320;518;316;152;65;667;566;213;76;2;115
2704;311;1329;521;307;137;62;629;618;200;84;2;115
2705;344;1336;531;326;142;62;713;622;209;85;2;115
2706;320;1362;497;334;149;66;685;602;212;75;2;115
2707;469;1504;560;394;170;69;801;746;228;80;2;115
2708;232;1201;494;290;126;56;616;581;179;70;2;116
2709;256;1272;541;320;140;65;620;563;204;81;2;116
2710;344;1282;519;344;151;64;688;655;203;84;2;116
2711;253;1329;514;294;147;63;610;540;214;77;2;116
2712;260;1335;491;319;149;60;614;520;213;80;2;116
2713;327;1341;523;324;136;68;663;598;209;79;2;116
2714;342;1357;540;333;140;65;685;592;196;82;2;116
2715;334;1362;523;340;147;66;667;599;219;76;2;116
2716;309;1389;508;305;147;66;651;620;213;77;2;116
2717;390;1404;517;360;162;73;751;694;236;92;2;116
2718;351;1413;517;334;149;65;671;638;210;81;2;116
2719;400;1417;520;350;156;72;719;672;227;89;2;116
2720;306;1422;524;317;152;67;665;561;214;83;2;116
2721;390;1436;538;349;154;70;709;658;223;83;2;116
2722;373;1470;572;342;174;73;684;644;234;89;2;116
2723;380;1332;518;308;146;61;619;567;197;81;2;117
2724;268;1347;495;313;149;62;642;540;202;72;2;117
2725;274;1356;542;303;150;59;635;616;208;82;2;117
2726;272;1363;514;284;140;64;580;574;211;80;2;117
2727;335;1366;524;345;151;71;677;620;220;87;2;117
2728;360;1377;535;334;152;69;679;642;215;80;2;117
2729;322;1386;503;312;152;67;658;597;216;80;2;117
2730;360;1409;534;333;154;70;700;662;219;74;2;117
2731;330;1427;546;330;143;67;682;557;206;87;2;117
2732;261;1274;529;287;137;57;622;566;202;85;2;118
2733;242;1286;518;286;136;65;619;518;201;81;2;118
2734;240;1314;525;296;150;61;569;501;212;80;2;118
2735;260;1344;497;291;143;68;582;530;213;78;2;118
2736;267;1357;513;289;151;67;609;506;207;77;2;118
2737;390;1385;541;358;153;70;760;739;213;84;2;118
2738;304;1402;536;325;152;68;660;570;218;78;2;118
2739;318;1402;555;330;159;70;657;567;229;84;2;118
2740;310;1415;533;322;155;70;661;585;211;78;2;118
2741;291;1421;512;312;144;65;631;517;212;85;2;118
2742;348;1428;499;333;158;63;664;630;214;82;2;118
2743;262;1281;530;307;133;63;634;558;198;83;2;119
2744;226;1301;514;290;130;60;607;564;188;70;2;119
2745;322;1327;531;332;146;70;673;612;210;74;2;119
2746;331;1354;514;334;146;68;681;641;209;81;2;119
2747;322;1370;541;326;150;63;660;593;217;77;2;119
2748;261;1386;524;310;149;71;623;520;196;77;2;119
2749;324;1401;526;334;151;67;726;612;212;80;2;119
2750;395;1420;546;337;151;69;720;726;222;79;2;119
2751;390;1472;534;352;152;74;736;697;228;82;2;119
2752;222;1259;490;296;136;64;566;514;193;75;2;120
2753;274;1265;530;293;135;59;650;557;196;71;2;120
2754;285;1299;509;311;141;70;643;534;194;86;2;120
2755;413;1318;538;377;144;67;823;726;207;87;2;120
2756;279;1337;520;303;141;66;625;567;202;84;2;120
2757;255;1346;518;279;142;61;599;549;202;70;2;120
2758;271;1356;508;317;150;68;647;582;217;82;2;120
2759;359;1366;544;329;146;66;691;639;228;91;2;120
2760;420;1399;553;366;153;74;755;774;211;85;2;120
2761;373;1428;535;345;161;74;725;660;230;87;2;120
2762;423;1445;524;364;164;69;731;710;227;85;2;120
2763;332;1471;535;319;167;72;694;575;234;87;2;120
2764;268;1295;513;319;146;70;633;560;205;80;2;121
2765;278;1313;529;311;143;62;629;542;206;75;2;121
2766;251;1325;521;319;142;66;651;594;205;82;2;121
2767;241;1338;504;284;142;61;598;533;201;72;2;121
2768;293;1339;553;314;159;67;637;603;231;84;2;121
2769;315;1346;531;330;141;66;671;565;204;83;2;121
2770;357;1453;536;335;152;67;615;625;228;90;2;121
2771;420;1503;560;389;129;74;776;615;233;94;2;121
2772;249;1302;518;280;143;63;583;525;212;74;2;122
2773;313;1364;522;331;149;67;660;582;219;79;2;122
2774;369;1365;512;357;152;75;687;618;231;91;2;122
2775;307;1380;532;316;154;64;662;592;214;87;2;122
2776;312;1384;533;323;152;65;684;625;221;82;2;122
2777;302;1387;545;319;149;67;661;593;213;89;2;122
2778;320;1394;555;331;150;64;685;598;229;78;2;122
2779;326;1414;526;331;146;69;677;603;217;90;2;122
2780;311;1426;539;322;143;68;643;577;214;83;2;122
2781;308;1445;526;334;163;67;660;598;231;81;2;122
2782;350;1483;525;335;166;70;717;626;228;81;2;122
2783;366;1496;549;344;165;71;725;630;241;93;2;122
2784;423;1501;518;359;162;75;731;704;234;88;2;122
2785;260;1332;538;308;141;64;621;537;209;81;2;123
2786;290;1361;519;320;140;66;653;538;203;77;2;123
2787;313;1362;519;311;142;63;660;578;211;83;2;123
2788;428;1384;535;345;146;66;709;764;232;91;2;123
2789;279;1390;539;310;162;71;609;533;222;82;2;123
2790;295;1390;505;311;154;64;633;575;218;74;2;123
2791;301;1391;502;332;159;70;604;532;225;92;2;123
2792;341;1400;498;347;157;73;684;575;230;87;2;123
2793;363;1417;531;333;158;63;674;613;227;87;2;123
2794;352;1426;519;332;150;72;692;603;220;86;2;123
